zinc_id,new_smile,tanimoto_sim,cluster
19682042,c1ccc(-c2csc3ncnc(NCCCN4CCOCC4)c23)cc1,0.303,15
12458532,CCn1ncc(CN[C@@H]2CC(=O)N(Cc3cccc4ccccc34)C2)c1C,0.308,20
426445533,Cc1oc(-c2ccccc2Cl)cc1C(=O)NC[C@H]1COCCN(C)C1,0.322,16
101449747,Cc1nn([C@H]2CCS(=O)(=O)C2)c(O)c1Cc1cccc2ccccc12,0.361,20
1529190321,CO[C@H]1CN(C(=O)Cc2cccc3ccccc23)C[C@H]1Cc1cc(C)no1,0.301,20
102228912,O=C(Nn1c(S)nc2ccccc2c1=O)c1cc2c(s1)CCCCC2,0.315,9
575414288,Cn1cc(-c2cncc(CNC(=O)c3ccccc3Br)c2)cn1,0.312,21
390827762,O=C(NCc1cccc2ccccc12)N1CC[C@@H](Oc2ncc(F)cn2)C1,0.304,20
8193043,CCNC(=O)COc1ccc(/C=C2/C(=O)Nc3ccccc32)cc1OCC,0.397,24
12819284,CCN(CC)S(=O)(=O)c1ccc(=O)n(Cc2cccc3ccccc23)c1,0.307,20
585147387,Cc1cc(O[C@H]2CCN(C(=O)Cc3cccc4ccccc34)C2)nc(C)n1,0.315,20
77099383,Cn1nc(CNC(=O)NCc2cccc3ccccc23)c2ccccc2c1=O,0.313,20
804901,CCC(=O)Nc1ccc(N2CCN(C(=O)c3ccc(C)cc3)CC2)cc1,0.308,13
55255834,Cc1nc(C)c(CN[C@@H]2CC(=O)N(Cc3cccc4ccccc34)C2)nc1C,0.327,20
15065338,Cc1nc(N)sc1C(=O)N1CCO[C@H](Cc2cccc3ccccc23)C1,0.317,20
95373101,CCN(CCN(C)C)C(=O)c1ccc2nc(-c3ccc(F)cc3)cn2c1,0.303,12
4376002,Cc1ccc(-n2nnnc2CNC(=O)Cc2cccc3ccccc23)cc1C,0.324,20
170621795,O=C(O)c1cccc(Nc2ccnc(Nc3ccccc3C(=O)O)n2)c1,0.313,1
97514386,O[C@H](CNc1nccc(-c2cccnc2)n1)COc1ccc(Cl)cc1,0.318,1
5400352,COc1cccc(-c2ccc(=O)n(CC(=O)Nc3cccc(Cl)c3)n2)c1,0.344,1
71284929,CC(C)Cn1cc(C(=O)N=c2[nH]c3ccccc3[nH]2)c2ccccc2c1=O,0.311,23
11873568,CN(Cc1nccs1)C(=O)c1cn(Cc2cccc3ccccc23)nn1,0.322,20
13944202,CCC(=O)Nc1cccc(C(=O)N2CCN(c3ccccc3F)CC2)c1,0.322,13
812001,CCC(=O)Nc1ccc(N2CCN(C(=O)c3ccccc3C)CC2)cc1,0.32799999999999996,13
8395175,O=c1[nH]c2ccccc2c(-c2ccccc2)c1-n1nnc2ccccc2c1=O,0.303,23
43055502,O=C(N[C@H]1CCCc2[nH]c(=O)ccc21)c1c2c(nc3ccccc13)CCC2,0.331,9
72133830,Cc1cc(C)c(C(=O)N[C@@H]2CC(=O)N(Cc3cccc4ccccc34)C2)cn1,0.32,20
1144502,Cn1c(Cc2cccc3ccccc23)nnc1SCC(=O)N1CCCC1,0.331,20
9245306,O=C(O)c1cccc(Nc2ccnc(Nc3cccc(C(=O)O)c3)n2)c1,0.354,1
55061222,CCc1ncc(CN[C@H]2CC(=O)N(Cc3cccc4ccccc34)C2)cn1,0.324,20
247703204,N[C@H]1CC[C@@H](NC(=O)c2ccc3nc(-c4ccc(F)cc4)cn3c2)CC1,0.304,12
3228640,O=C(OCC(=O)N1CCc2ccccc21)c1c2c(nc3ccccc13)CCC2,0.303,9
10256613,O=c1nc(SCc2cccc3ccccc23)c2c(n1CCO)CCC2,0.301,20
62018334,COc1ccc(S(=O)(=O)N(Cc2cccn2C)C2CC2)cc1Cl,0.303,14
170621813,O=C(O)c1ccc(Nc2ccnc(Nc3ccccc3C(=O)O)n2)cc1,0.301,21
215068676,COCCN(Cc1cccc2ccccc12)C(=O)CCc1ccnn1C,0.301,20
3294739,CC(C)(C)C(=O)CSc1nnc(Cc2cccc3ccccc23)n1N,0.429,20
72475380,CN1C(=O)[C@H]2CC[C@@H]1CN(C(=O)c1ccc(-c3ccccc3Cl)o1)C2,0.303,16
9615461,Cc1ccc(-n2nnnc2CNC(=O)NCc2cccc3ccccc23)cc1,0.305,20
102229031,O=C(Nn1c(S)nc2ccccc2c1=O)c1csc2c1CCCC2,0.325,9
24056627,Nc1nc(Cl)cc(N2CCN(Cc3cccc4ccccc34)CC2)n1,0.33299999999999996,20
20410657,Cn1ncc(Cl)c1C(=O)N1CCN(Cc2cccc3ccccc23)CC1,0.303,20
426386365,CCC(=O)Nc1ccc(F)c(NC(=O)N2CC(N3CCCC[C@H]3C)C2)c1,0.306,13
409201869,CCOC(=O)c1ccc(NC(=O)CN2Cc3cc(C)c(C)cc3C2)cc1O,0.306,13
74377569,Cc1ccc(C(=O)NCc2cccc3ccccc23)cc1NS(C)(=O)=O,0.305,20
85556659,Cn1nc(CNC(=O)Cc2cccc3ccccc23)cc1-c1ccccn1,0.322,20
104284811,NC(=O)COC(=O)c1c2c(nc3ccccc13)/C(=C\c1ccc(O)cc1)CC2,0.32799999999999996,9
9064372,CCC(=O)N1CCN(c2ccc(NC(=O)CC(C)C)cc2Cl)CC1,0.301,13
30058194,COc1ccc(/C=C2/C(=O)NC(=O)c3ccccc32)cc1Br,0.303,24
9287650,CCOC(=O)c1nnc2c(-c3cccc4ccccc34)c(CC)nn2c1N,0.322,20
409134206,CCOc1cc(/C=C2\C(=O)Nc3ccccc32)ccc1OCC(=O)OC,0.41100000000000003,24
34746038,NC(=O)COC(=O)c1c2c(nc3ccccc13)/C(=C\c1cccs1)CC2,0.33299999999999996,9
2630433,O=C(OCC(=O)N1CCCC1)c1c2c(nc3ccccc13)CCCCC2,0.336,9
63764521,COc1ccc(OC)c(S(=O)(=O)NCc2cccc3ccccc23)c1,0.312,20
63764551,COC(=O)c1ccc(C)c(S(=O)(=O)NCc2cccc3ccccc23)c1,0.305,20
409120972,CCOC(=O)COc1ccc(/C=C2\C(=O)Nc3ccccc32)cc1OC,0.41100000000000003,24
2754126,O=C(O)COc1ccc(Br)cc1/C=C1\C(=O)Nc2ccccc21,0.42700000000000005,24
409113856,O=C1Nc2ccccc2/C1=C/c1ccc(O)c(I)c1,0.494,24
69093648,COc1ccc(S(=O)(=O)NCc2cccc3ccccc23)cc1OC,0.312,20
20081019,O=C(Cc1ccc(Br)cc1)Nc1ccc(C(=O)O)c(O)c1,0.314,13
6439736,CCOc1ccc(C(=O)Nc2ccccc2C(N)=O)cc1Br,0.311,21
248013297,CC(C)NC(=O)[C@@H]1CN(Cc2cccc3ccccc23)Cc2ncn(C)c21,0.319,20
222854973,Cc1c(NS(C)(=O)=O)cccc1C(=O)NCc1cccc2ccccc12,0.305,20
4601932,C[C@@H](OC(=O)c1c2c(nc3ccccc13)CCCCC2)C(=O)NC1CC1,0.344,9
222892999,COC(=O)c1cc(S(=O)(=O)NCc2cccc3ccccc23)ccc1C,0.305,20
64873675,Nc1cccc(-c2nc(CCNc3cccc(Br)c3)n[nH]2)c1,0.33299999999999996,1
64873685,Nc1cccc(-c2nc(CCNc3ccc(Br)cc3)n[nH]2)c1,0.303,1
21054488,C[C@H]1CN(C(C)(C)CNC(=O)Cc2cccc3ccccc23)C[C@H](C)O1,0.314,20
656613542,CCN1C/C(=C\c2cnn3c2CCC3)c2nc3ccccc3c(C(=O)O)c2C1,0.382,9
179740299,Cc1sc2ncc(C(=O)NCc3cccc4ccccc34)c(=O)n2c1C,0.336,20
3937622,OCCCNc1cc(-c2ncnc(Nc3cccc(Cl)c3)n2)ccn1,0.387,1
7338567,Cc1ccc2nc(COC(=O)Cc3cccc4ccccc34)cc(=O)n2c1,0.304,20
25006580,NC(=O)c1cc(NC(=O)c2cccc(Nc3ncccn3)c2)ccc1Cl,0.315,1
408560215,CCn1c(Cc2cccc3ccccc23)nnc1SCC(=O)NC1CC1,0.336,20
4601930,C[C@H](OC(=O)c1c2c(nc3ccccc13)CCCCC2)C(=O)NC1CC1,0.344,9
2782128,COCCCNC(=S)Nc1ccn(Cc2cccc3ccccc23)n1,0.301,20
21054471,C[C@@H]1CN(C(C)(C)CNC(=O)Cc2cccc3ccccc23)C[C@@H](C)O1,0.314,20
40372724,COCc1nn2c(C)c(C(=O)OC)nnc2c1-c1cccc2ccccc12,0.312,20
32646512,COC(=O)[C@H](CCSC)NC(=O)c1c2c(nc3ccccc13)CCCC2,0.326,9
656612610,CCN1C/C(=C/c2cc3n(n2)CCC3)c2nc3ccccc3c(C(=O)O)c2C1,0.385,9
4964770,CC(C)(C)NC(=O)CN(C(=O)c1csnn1)c1cccc2ccccc12,0.3,20
21054477,C[C@H]1CN(C(C)(C)CNC(=O)Cc2cccc3ccccc23)C[C@@H](C)O1,0.314,20
5013693,NC(=O)COC(=O)c1c2c(nc3ccccc13)/C(=C/c1cccs1)CC2,0.33299999999999996,9
7496431,COc1cccc(Nc2nc(N)nc(COc3cccc(Cl)c3)n2)c1,0.33899999999999997,1
28535722,Nn1c(SCc2ccccc2)nnc(Nc2cccc(Cl)c2)c1=O,0.331,1
1351392,Cc1nn(CC(=O)NCc2cccc3ccccc23)c(=O)c2ccccc12,0.313,20
60379926,OC1CCC(Nc2nc(NC3CCC(O)CC3)c3ccccc3n2)CC1,0.32899999999999996,18
222846352,CN(c1ccc(C(=O)NCc2cccc3ccccc23)cc1)S(C)(=O)=O,0.3,20
222855344,Cc1cc(C(=O)NCc2cccc3ccccc23)ccc1NS(C)(=O)=O,0.307,20
4601883,CC(C)CNC(=O)COC(=O)c1c2c(nc3ccccc13)CCCCC2,0.33299999999999996,9
248013295,CC(C)NC(=O)[C@H]1CN(Cc2cccc3ccccc23)Cc2ncn(C)c21,0.319,20
85556322,Cn1nc(CNC(=O)Cc2cccc3ccccc23)cc1-c1ccncc1,0.313,20
4309877,O=c1c2ccccc2c(=O)c2c1c(NCCO)cc1oc3ccccc3[nH]c12,0.331,23
4809051,O=[N+]([O-])c1nn(-c2ccc(Cl)cc2)[n+]([O-])c1Nc1cccc(Cl)c1,0.311,1
2546625,O=C(Nc1nc(-c2ccc([N+](=O)[O-])o2)cs1)c1ccc([N+](=O)[O-])cc1,0.375,12
71767338,CCNC(=O)/N=c1\sc([N+](=O)[O-])cn1Cc1cccc2ccccc12,0.302,20
14855753,O=C1NC(=O)c2c1c1c3ccc(O)cc3[nH]c1c1[nH]c3cc(O)ccc3c21,0.508,23
4923458,O=[N+]([O-])c1nn(-c2cccc(Cl)c2)[n+]([O-])c1Nc1cccc(Cl)c1,0.331,1
223813109,O=c1c2ccccc2[nH]c2c(NS(=O)(=O)c3ccccc3)cccc12,0.306,23
6567264,O=C1NC(=O)c2c1c1c3cc(O)ccc3[nH]c1c1[nH]c3ccc(O)cc3c21,0.508,23
19792104,Cc1ccc2c(c1)/C(=C1\SC(N(C)c3ccc(O)cc3)=NC1=O)C(=O)N2,0.305,17
12436638,COc1ccc2c(c1)/C(=C1/SC(=S)N(Cc3ccco3)C1=O)C(=O)N2,0.336,17
1071727,Cc1[nH]c2ccccc2c1/C=C1\C(=O)NC(=O)N(Cc2ccccc2)C1=O,0.311,23
2823035,O=C1NC(=S)S/C1=C1\C(=O)N(Cc2ccccc2)c2ccccc21,0.31,17
7380311,CCC(=O)Nc1ccc(C(=O)N2CCN(c3ccc(OC)cc3)CC2)cc1,0.301,13
12436852,Cc1ccc2c(c1)/C(=C1/SC(=S)N(Cc3ccco3)C1=O)C(=O)N2,0.345,17
12406204,CC1=CC(C)(C)N2C(=O)/C(=C3\SC(=S)NC3=O)c3cc(C)cc1c32,0.315,17
1065285,O=C1NC(=S)S/C1=C1\C(=O)N(Cc2ccccc2F)c2ccccc21,0.302,17
12407192,Cc1cc2c3c(c1)[C@H](C)CC(C)(C)N3C(=O)/C2=C1\SC(=S)NC1=O,0.303,17
5008856,Cc1ccc(C2=NC(=O)/C(=C3\C(=O)Nc4ccc([N+](=O)[O-])cc43)S2)cc1,0.308,17
2451220,O=C1Nc2ccccc2/C1=C1/SC(=S)N(c2cccc(O)c2)C1=O,0.307,17
12372343,Cc1[nH]c2ccccc2c1/C=C1/C(=O)NC(=O)N(Cc2ccccc2)C1=O,0.311,23
5552100,O=C1Nc2ccc(F)cc2/C1=C1/SC(=S)N(Cc2ccco2)C1=O,0.345,17
15015946,Cc1ccc2c(c1)/C(=C1/S/C(=N\c3ccc(F)cc3)NC1=O)C(=O)N2,0.382,17
15777572,O=C1Nc2ccc(Br)cc2/C1=N\Nc1ccc([N+](=O)[O-])cc1,0.311,17
15773589,O=C1Nc2ccc(Br)cc2/C1=N\Nc1ccccc1[N+](=O)[O-],0.306,17
100469404,O=C1Nc2cc(Br)ccc2/C1=C1\Nc2ccccc2\C1=N/O,0.306,24
20358339,N#Cc1nc(Cc2cccc3ccccc23)oc1NCCN1CCOCC1,0.311,20
102299654,Cc1cccc(C)c1NC(=S)N/C=C1\C(=O)Nc2ccccc2C1=O,0.366,24
5112007,C=CCN1C(=O)NC(=O)/C(=C\c2c(-c3ccccc3)[nH]c3ccccc23)C1=O,0.305,23
2751079,C=CCN(CC=C)C(=O)COC(=O)c1c2c(nc3ccccc13)CCCC2,0.316,9
4303028,O=C1N/C(=N/c2ccc(F)cc2)S/C1=C1\C(=O)Nc2ccc(F)cc21,0.382,17
57370375,CC1=C(C)SC(=C2N/C(=N/N=C3\C(=O)Nc4ccccc43)N=C2O)S1,0.305,24
5714026,O=C(C[n+]1ccc(-c2cccc(Cl)c2)nc1)c1cccc([N+](=O)[O-])c1,0.307,1
254566695,COc1ccc(Br)cc1C=N/N=C1\C(=O)Nc2ccccc21,0.318,24
18128386,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\O,0.306,24
225869989,CCN1CCN(c2c(N)cc(C#N)n2Cc2cccc3ccccc23)CC1,0.312,20
6363435,CC(=O)Nc1ccc(/N=C2\C(=O)Nc3ccc(Br)cc32)cc1,0.311,17
4582637,COc1ccc(Br)cc1/C=N\N=C1/C(=O)Nc2ccccc21,0.318,24
4611062,O=C1Nc2ccc(Br)cc2/C1=N/N=c1\[nH]c2ccccc2s1,0.318,17
1036702,COc1ccc(Br)cc1/C=N/N=C1/C(=O)Nc2ccccc21,0.318,24
24054597,Cc1nnc(N2CCN(Cc3cccc4ccccc34)CC2)c(C#N)c1C,0.319,20
5543044,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(O)c2)ccc1O,0.35700000000000004,7
244584349,Cc1ccc(-c2nc(N[C@H]3CC[C@H](O)CC3)ncc2-c2cncnc2)cc1,0.324,18
299757390,O=C(c1cc(Cc2cccc3ccccc23)no1)N1CCCC[C@H]1CCO,0.311,20
3234764,CC1CCN(C(=O)COC(=O)c2c3c(nc4ccccc24)CCCC3)CC1,0.331,9
2764320,Cc1nn(Cc2cccc3ccccc23)c(C)c1NC(=O)c1cnccn1,0.355,20
72153854,Cc1nccc(-c2cccc(NC(=O)c3ccccc3[C@H]3CCNC3)c2)n1,0.307,1
16850326,O=C(Cc1csc(Nc2cccc(Cl)c2)n1)NCc1ccncc1,0.315,1
85562113,Cc1cc([C@@H](O)CCNC(=O)NCc2cccc3ccccc23)c(C)o1,0.303,20
3580032,C[C@@H]1CCCC[C@@H]1NC(=O)COC(=O)c1c2c(nc3ccccc13)CCC2,0.309,9
12307842,CSc1ccc(CC(=O)N[C@@H](C)c2cnn(-c3ccccn3)c2C)cc1,0.304,10
4392104,O=C(CSc1ccc(-c2cccnc2)nn1)Nc1cccc(Cl)c1,0.331,1
5601323,Cc1ccc(-n2c(=O)c3c4c(sc3n3c(=S)[nH]nc23)CCC4)cc1,0.426,2
223627804,O=C(NCc1cc(-c2cccc(Cl)c2)no1)c1cnc2ccccc2n1,0.301,1
18105484,Cc1cc(=O)[nH]c(Sc2c(-c3ccccc3)c3ccccc3[nH]c2=O)n1,0.317,23
584893572,CN1CC[C@H](Cn2cnc3scc(-c4ccccc4Cl)c3c2=O)C1,0.312,16
16850300,O=C(Cc1csc(Nc2cccc(Cl)c2)n1)NCc1cccnc1,0.315,1
39389229,c1ccc2c(Cc3nn4c(CN5CCCCC5)nnc4s3)cccc2c1,0.34,20
15193480,COC(=O)c1ccc(NC(=O)c2c3c(nc4ccccc24)CCC3)s1,0.308,9
57527198,CCc1cc(=O)n(CC(=O)Nc2cccc(Cl)c2)c(-c2ccccc2)n1,0.308,1
96231750,O=C(N[C@H]1CCCc2c1[nH]c1ccccc21)c1cc(=O)[nH]c2ccccc12,0.342,23
3580030,C[C@@H]1CCCC[C@H]1NC(=O)COC(=O)c1c2c(nc3ccccc13)CCC2,0.309,9
3885062,CN1C/C(=C\c2ccc3c(c2)OCO3)c2nc3ccccc3c(C(=O)O)c2C1,0.33799999999999997,9
85555431,Cc1nn(-c2ncc(NC(=O)c3cccc4ccccc34)cn2)c(C)c1C,0.317,20
3428173,CC(C)[C@H](NC(=O)c1cc(=O)[nH]c2ccccc12)c1nc2ccccc2[nH]1,0.302,23
12302745,CSc1ccccc1C(=O)N[C@H](C)c1cnn(-c2ccccn2)c1C,0.309,10
12553908,Nc1ncnc2sc3c(c12)CCN(C(=O)Cc1cccc2ccccc12)C3,0.40299999999999997,20
5154602,CCOc1ccc(Cc2nnc(Nc3cccc(Cl)c3)[nH]c2=O)cc1,0.305,1
12159427,CN(Cc1cscn1)C(=O)[C@@H]1CC(Cc2cccc3ccccc23)=NO1,0.34,20
71328133,O=C(CSc1ncnc2c(-c3ccccc3)c[nH]c12)NC1CCCC1,0.308,15
33870329,CNC(=O)COC(=O)c1c2c(nc3ccccc13)/C(=C\c1ccccc1)CC2,0.314,9
12649677,Cc1nn(Cc2cccc3ccccc23)c(C)c1NC(=O)CCCC(=O)O,0.315,20
12575036,CN(Cc1ccc(F)cc1)C(=O)c1cn(Cc2cccc3ccccc23)nn1,0.3,20
753753,Cc1ccc(C)c(S(=O)(=O)NC(=O)Cc2cccc3ccccc23)c1,0.312,20
35480823,O=C(NCc1ccc(Cl)cc1)c1[nH]nnc1Nc1cccc(Cl)c1,0.31,1
15016162,COc1cccc(/C=C2\C(=O)Nc3ccc(Br)cc32)c1OC,0.315,24
96231749,O=C(N[C@@H]1CCCc2c1[nH]c1ccccc21)c1cc(=O)[nH]c2ccccc12,0.342,23
32717231,O=C(CCNc1ncnc2scc(-c3ccccc3)c12)N1CCCC1,0.308,15
67239777,CCN(CC)Cc1nnc2sc(Cc3cccc4ccccc34)nn12,0.381,20
16052884,Cc1n[nH]c2ccc(-c3cncc(OC[C@H](N)Cc4ccccc4)c3)cc12,0.595,11
13942894,O=C(OCn1nnc2ccccc21)c1c2c(nc3ccccc13)CCCC2,0.317,9
18223175,Cc1nc2nc(C(F)(F)F)nn2c(O)c1Cc1cccc2ccccc12,0.39399999999999996,20
2857723,NC(=O)c1ccccc1NC(=O)Nc1ccc(Br)cc1Cl,0.308,21
71328132,CC(C)CCNC(=O)CSc1ncnc2c(-c3ccccc3)c[nH]c12,0.336,15
23337945,Clc1ccc(-n2cc(-c3ccnc(NCc4cccnc4)n3)cn2)cc1,0.304,1
1772711116,Cc1oc(-c2ccccc2Cl)cc1C(=O)N1C[C@H]2CCCN2C(=O)[C@H]1C,0.326,16
4979654,C[C@H]1CCC[C@H](C)N1C(=O)COC(=O)c1c2c(nc3ccccc13)CCC2,0.313,9
1857531533,OCc1cccc(Nc2ncnc3c2cnn3Cc2cccc(Cl)c2)c1,0.304,1
6509771,COc1cccc([C@@]2(C)NC(=O)N(Cc3cccc4ccccc34)C2=O)c1,0.31,20
12299761,Cn1c(CNc2nncc(-c3cccc(Cl)c3)n2)nc2ccccc21,0.303,1
85562107,Cc1cc([C@H](O)CCNC(=O)NCc2cccc3ccccc23)c(C)o1,0.303,20
4601887,CCC[C@H](C)NC(=O)COC(=O)c1c2c(nc3ccccc13)CCCCC2,0.32299999999999995,9
585147009,Cc1nccc(OC2CCN(C(=O)Cc3cccc4ccccc34)CC2)n1,0.306,20
77101088,Cc1cc(C(F)(F)F)nc(CCNC(=O)Cc2cccc3ccccc23)n1,0.315,20
170621827,COc1ccc(Nc2nc(C)cc(Nc3ccccc3C(=O)O)n2)cc1,0.301,21
12782462,CCn1ncc2c(C(=O)NCCCOC(C)C)cc(-c3cccs3)nc21,0.308,8
4303196,COC(=O)c1ccc(/C=C2\C(=O)Nc3ccc(Br)cc32)cc1,0.311,17
299758800,Cc1nn(C)cc1CN(C)C(=O)c1cc(Cc2cccc3ccccc23)no1,0.379,20
18208801,O=C(CSc1nnc(-c2ccccc2)c(O)n1)Nc1cccc(Cl)c1,0.302,1
784745,CCOC(=O)c1c(-n2c(C)nc3ccccc3c2=O)sc2c1CCCC2,0.32299999999999995,9
534574537,CN(CCC[C@@H]1CCCO1)C(=O)c1ccc(-c2ncnc3[nH]ccc23)cc1,0.326,3
575618893,Cn1cc(-c2ncccc2CNC(=O)NCc2cccc3ccccc23)cn1,0.305,20
8540897,CC(C)NC(=O)[C@H](C)OC(=O)c1c2c(nc3ccccc13)CCCCC2,0.33899999999999997,9
575620515,O=C(NCc1nccnc1-c1ccncc1)NCc1cccc2ccccc12,0.309,20
3312482,O=C(COC(=O)c1c2c(nc3ccccc13)CCC2)NC1CCCCCC1,0.302,9
575619479,O=C(NCc1nccnc1-c1ccoc1)NCc1cccc2ccccc12,0.309,20
32026065,Cc1nccc(-c2cccc(NC(=O)c3cncc(Br)c3)c2)n1,0.317,1
10967568,C[C@H](NC(=O)Cc1cccc2ccccc12)c1ccc(S(C)(=O)=O)cc1,0.3,20
25168862,Cc1nccc(-c2cccc(NC(=O)c3ccn(-c4ccccc4)n3)c2)n1,0.307,1
12422580,COc1nn(C)cc1-c1nnc(SCc2cccc3ccccc23)n1C,0.36200000000000004,20
827175,Cc1c(NC(=O)Cc2cccc3ccccc23)c(=O)n(-c2ccccc2)n1C,0.304,20
4601877,CC[C@H](C)NC(=O)COC(=O)c1c2c(nc3ccccc13)CCCCC2,0.33299999999999996,9
16290709,C[C@@H](Sc1nnnn1C(C)(C)C)C(=O)Nc1cccc2ccccc12,0.33299999999999996,20
11461096,Cc1[nH]c2ccccc2c1C(=O)[C@@H](C)OC(=O)c1cc(=O)[nH]c2ccccc12,0.34700000000000003,23
3877637,CCOc1ccc(CCN/C=C2\C(=O)Nc3ccccc32)cc1OCC,0.35600000000000004,24
4979604,CC[C@@H]1CCCCN1C(=O)COC(=O)c1c2c(nc3ccccc13)CCC2,0.309,9
96136508,Clc1ccc2[nH]c(CCNc3nccc(-c4ccncc4)n3)nc2c1,0.308,1
40034741,CC(C)(C)c1n[nH]c(SC[C@@H](O)COc2cccc3ccccc23)n1,0.302,20
584893571,CN1CC[C@@H](Cn2cnc3scc(-c4ccccc4Cl)c3c2=O)C1,0.312,16
534574536,CN(CCC[C@H]1CCCO1)C(=O)c1ccc(-c2ncnc3[nH]ccc23)cc1,0.326,3
12159435,CN(Cc1cscn1)C(=O)[C@H]1CC(Cc2cccc3ccccc23)=NO1,0.34,20
5901244,C[C@@H](OC(=O)c1csc2c1CCCC2)c1nc2ccccc2c(=O)[nH]1,0.315,9
4993939,O=C(O)c1c2c(nc3ccc(I)cc13)CCCCC2,0.33899999999999997,9
9647731,O=C(Cc1cccc2ccccc12)Nn1c(-c2ccco2)n[nH]c1=S,0.303,20
16214130,CN1CCN(c2nc(Nc3cccc(Cl)c3)nc3ccccc23)CC1,0.336,1
4412812,CCC(=O)Nc1ccc(N2CCN(C(=O)c3ccccc3)CC2)c(Cl)c1,0.33899999999999997,13
4547514,CCN(CC)C(=O)COC(=O)c1c2c(nc3ccccc13)CCCCC2,0.336,9
791171,COC(=O)c1sc2ncn(Cc3cccc4ccccc34)c(=O)c2c1C,0.348,20
216206798,CC(C)n1nccc1C(=O)N(CCCO)Cc1cccc2ccccc12,0.303,20
4601872,CC[C@@H](C)NC(=O)COC(=O)c1c2c(nc3ccccc13)CCCCC2,0.33299999999999996,9
4274927,C[C@@H](OC(=O)c1cc2c(s1)CCCC2)c1nc2ccccc2c(=O)[nH]1,0.308,9
5061865,O=C(COC(=O)c1c2c(nc3ccccc13)CCCC2)Nc1ccccc1,0.316,9
5245763,C[C@H](NC(=O)Cc1cccc2ccccc12)c1ccc(-n2cncn2)cc1,0.308,20
299757391,O=C(c1cc(Cc2cccc3ccccc23)no1)N1CCCC[C@@H]1CCO,0.311,20
22804067,NC(=O)c1ccccc1NCCOc1ccc(Cl)cc1Br,0.303,21
8745216,CCN(Cc1nc2ccccc2c(=O)[nH]1)C(=O)c1cc2c(s1)CCCC2,0.301,9
96162618,CCC(=O)Nc1ccc(C)c(NC(=O)N2CCC(c3ccncn3)CC2)c1,0.304,13
4392107,O=C(CSc1ccc(-c2ccncc2)nn1)Nc1cccc(Cl)c1,0.31,1
72158146,CCc1cnc(C)nc1N[C@@H]1CC(=O)N(Cc2cccc3ccccc23)C1,0.33299999999999996,20
2714680,COc1ccc(-n2cc(-c3ccccc3)c3c(NCCCO)ncnc32)cc1,0.309,15
27280602,Cc1ccc(N2C(=O)C(=O)N(Cc3cccc4ccccc34)C2=O)c(C)c1,0.315,20
11842747,Cc1noc(C)c1C(=O)N1CCO[C@@H](Cc2cccc3ccccc23)C1,0.308,20
826583329,C[C@@H](NC(=O)c1nn[nH]c1Nc1cccc(Cl)c1)c1ccc(F)cc1,0.305,1
3509962,COC(=O)c1ccc(COC(=O)c2c3c(nc4ccccc24)CCCC3)o1,0.32799999999999996,9
12302743,CSc1ccccc1C(=O)N[C@@H](C)c1cnn(-c2ccccn2)c1C,0.309,10
100133410,CCSc1nc2[nH]c(C)c(Cc3cccc4ccccc34)c(=O)n2n1,0.38299999999999995,20
826583328,C[C@H](NC(=O)c1nn[nH]c1Nc1cccc(Cl)c1)c1ccc(F)cc1,0.305,1
1772711115,Cc1oc(-c2ccccc2Cl)cc1C(=O)N1C[C@H]2CCCN2C(=O)[C@@H]1C,0.326,16
5245764,C[C@@H](NC(=O)Cc1cccc2ccccc12)c1ccc(-n2cncn2)cc1,0.308,20
1875336538,CC(C)c1conc1C(=O)N1CC(OCc2cccc3ccccc23)C1,0.31,20
12308761,CSc1ccc(C(=O)N[C@@H](C)c2cnn(-c3ccccn3)c2C)cc1,0.315,10
1065194,CCC(=O)Nc1ccc(N2CCN(C(=O)c3ccc(Cl)cc3)CC2)cc1,0.308,13
9212258,Cn1ncc2c(Nc3cccc(Cl)c3)nc(NCc3ccco3)nc21,0.305,1
3450956,O=C(COC(=O)c1c2c(nc3ccccc13)CCCC2)NC1CCCCC1,0.326,9
703483,COc1ccc(N2C(=O)C(Cl)=C(Nc3cccc(Cl)c3)C2=O)cc1,0.301,1
585146877,CC(C)(C)S(=O)(=O)[C@H]1CCN(C(=O)CCc2cccc3ccccc23)C1,0.32799999999999996,20
5901238,C[C@H](OC(=O)c1csc2c1CCCC2)c1nc2ccccc2c(=O)[nH]1,0.315,9
3580031,C[C@H]1CCCC[C@@H]1NC(=O)COC(=O)c1c2c(nc3ccccc13)CCC2,0.309,9
243893042,Cc1ccccc1-c1noc(-c2ccc(N[C@H]3CC[C@H](O)CC3)nc2)n1,0.312,18
16649059,O=c1[nH]c2ccccc2c(-c2ccccc2)c1-n1cnc2ccccc2c1=O,0.303,23
19849840,Cc1cc(Br)cc2c1NC(=O)/C2=C1/C(=O)Nc2ccccc21,0.34600000000000003,24
6509770,COc1cccc([C@]2(C)NC(=O)N(Cc3cccc4ccccc34)C2=O)c1,0.31,20
1857532993,CNC(=O)c1ccc(C=C2CCc3c2nc2ccccc2c3C(=O)O)cc1,0.40700000000000003,9
5178265,CN(Cc1nc2ccccc2c(=O)[nH]1)C(=O)c1cc2c(s1)CCCCC2,0.306,9
